timestamp,equipment_id,vibration_rms,temperature_bearing,pressure_oil,rpm,oil_quality_index,power_consumption,failure_within_24h
2024-08-06 22:33:18.629877,EQ_001,1.508811612987949,65.22368650211097,18.07413745274154,1815.2302985640802,99.53169325055333,49.53172608610164,0
2024-08-06 23:33:18.629877,EQ_001,1.6171536665131327,67.03922281238668,17.514434612671803,1805.4129646006309,99.06305594619211,49.07169945166667,0
2024-08-07 00:33:18.629877,EQ_001,1.4835207993945645,61.68193111439278,16.885591653008433,1794.351853037133,97.95412042296522,50.6348125828049,0
2024-08-07 01:33:18.629877,EQ_001,1.368614351961408,62.68802245066533,18.47975385900213,1797.7043294894484,100.0,47.15998050399462,0
2024-08-07 02:33:18.629877,EQ_001,1.4050706743365786,65.73861328238317,17.170311732730493,1803.706436842542,98.75828794743053,49.42924833564216,0
2024-08-07 03:33:18.629877,EQ_001,1.3994304728417248,69.22546272160884,17.737939097570035,1789.3597115342973,100.0,47.57410749409384,0
2024-08-07 04:33:18.629877,EQ_001,1.480579680840708,61.605704354458936,17.079474015557363,1801.892797347319,100.0,50.36169031522301,0
2024-08-07 05:33:18.629877,EQ_001,1.448220680376976,64.9269754606674,17.003185516433856,1792.7131070694518,99.00796178079965,52.13635716408807,0
2024-08-07 06:33:18.629877,EQ_001,1.494239524848214,62.00724079074805,17.903368109442546,1796.048090514007,98.56528665392435,51.24862424813915,0
2024-08-07 07:33:18.629877,EQ_001,1.5630698354165309,67.40001958933344,17.3205971177512,1796.7941537244294,100.0,51.979520883509316,0
2024-08-07 08:33:18.629877,EQ_001,1.4121446466579743,65.17027964740093,17.185918288439858,1787.9115754069062,100.0,52.744069645213415,0
2024-08-07 09:33:18.629877,EQ_001,1.4529532455600378,67.55280164614014,17.918783825483235,1793.409808266433,100.0,53.11082167981089,0
2024-08-07 10:33:18.629877,EQ_001,1.456663841082644,68.67916141161164,16.42697343984049,1808.0673950210078,100.0,49.43989280475439,0
2024-08-07 11:33:18.629877,EQ_001,1.469514709922757,61.57887452040936,17.625890368275183,1803.4068598571441,100.0,49.004526027946,0
2024-08-07 12:33:18.629877,EQ_001,1.3795814592554558,64.55463651206959,18.1923078327094,1803.1106094033948,98.79895823790439,51.07076028952719,0
2024-08-07 13:33:18.629877,EQ_001,1.4702307617551467,67.49957882993198,17.382460829913192,1796.5338410055915,99.06415367099119,47.12035448584343,0
2024-08-07 14:33:18.629877,EQ_001,1.4902272218023676,66.0885376428535,17.734924849468932,1797.451955302589,97.00751982497171,49.209252695384116,0
2024-08-07 15:33:18.629877,EQ_001,1.426435929718801,63.96601080967801,17.650606150886095,1803.8256993692573,100.0,50.40285792538569,0
2024-08-07 16:33:18.629877,EQ_001,1.4865546077193221,65.42581176621643,16.77074442588981,1799.507416211391,99.93850439258864,54.983345483499754,0
2024-08-07 17:33:18.629877,EQ_001,1.4416556594445014,66.18193653204352,17.71165531672901,1788.073138754459,100.0,51.563886282709916,0
2024-08-07 18:33:18.629877,EQ_001,1.540087137902486,63.76420518741435,18.429289666287342,1785.728772667503,100.0,54.444090427763506,0
2024-08-07 19:33:18.629877,EQ_001,1.36202249796068,64.4545228874258,17.776599643769398,1794.699890919035,96.68639110602543,50.203464084562775,0
2024-08-07 20:33:18.629877,EQ_001,1.3549379463767064,66.53844145752922,17.265943435656865,1815.2213556751437,98.21110271530226,49.425374061346545,0
2024-08-07 21:33:18.629877,EQ_001,1.5426122267618518,63.13366621301848,17.838267252739207,1812.780803332564,96.5525341626693,50.44192376962969,0
2024-08-07 22:33:18.629877,EQ_001,1.4873409717252946,67.16317883906852,17.10494380374997,1786.4921738236683,100.0,50.66978435783862,0
2024-08-07 23:33:18.629877,EQ_001,1.4864941646106078,66.29656776413539,17.382288813213414,1802.0066410908923,100.0,48.6502711341267,0
2024-08-08 00:33:18.629877,EQ_001,1.648114517966064,66.55547543659254,17.12553158125008,1806.237004370392,97.78781128678823,51.65630213647152,0
2024-08-08 01:33:18.629877,EQ_001,1.577488812027896,63.97058320769306,18.20175369133072,1803.7866417181897,100.0,53.87887785310168,0
2024-08-08 02:33:18.629877,EQ_001,1.4371826298024364,64.10861376530903,17.274190849734676,1791.4880937639418,99.56275387204873,50.77075479623425,0
2024-08-08 03:33:18.629877,EQ_001,1.4894827086112932,67.27459084172358,17.72433158928033,1814.1689015499405,99.17753495621804,55.53194813858737,0
2024-08-08 04:33:18.629877,EQ_001,1.5244725507303598,63.910047480446494,17.181267114033144,1804.4456490955706,99.24981438385929,51.5227697523995,0
2024-08-08 05:33:18.629877,EQ_001,1.5093217656867814,65.48284301759284,17.292199364653555,1784.4598168610514,98.79360138219398,51.81072531166944,0
2024-08-08 06:33:18.629877,EQ_001,1.483499564918015,63.14116153511013,17.80106968811249,1803.4488270699696,97.90880774574279,50.40853689372072,0
2024-08-08 07:33:18.629877,EQ_001,1.4680032496251625,63.35083674650039,17.892256047708607,1805.1908627011348,100.0,52.211849744706655,0
2024-08-08 08:33:18.629877,EQ_001,1.3245076282604213,63.76526551195892,17.96976328430816,1804.708241111346,100.0,57.81286758075347,0
2024-08-08 09:33:18.629877,EQ_001,1.5194558034010146,67.91618512177789,18.18812995641496,1806.071658280053,99.01565812431546,51.628501999237734,0
2024-08-08 10:33:18.629877,EQ_001,1.3851764181535087,65.17555487756418,17.467330865486872,1800.3638513256299,100.0,46.37919213187488,0
2024-08-08 11:33:18.629877,EQ_001,1.531177145920285,62.42789859829243,17.472930411981686,1810.4219800662113,99.75453931542116,47.961391920006946,0
